Status,Source Page,Source Row,Association,Challenge Name,OCR Name,OCR Association,Start Date,End Date,Golfers,Ranked Golfers,Scores Posted,Metric Source
Completed,18,8,Alabama Golf Association,The Pines of Millbrook Challenge,The Pines of Millbrook Challenge,Alabama Golf Association,2026-04-01,2026-05-31,8,3,29,full-page OCR | row-context OCR | full-page OCR
Completed,18,9,Montana State Golf Association,2026 GHIN Challenge @ Canyon River Golf...,2026 GHIN Challenge_@ Valley View Golf….,Montana State Golf Association,2026-07-01,2026-07-31,66,46,293,full-page OCR | full-page OCR | full-page OCR
Completed,18,10,GAP,GAP GHIN Challenge at Jeffersonville Golf...,GAP GHIN Challenge at Jeffersonville Golf….,GAP,2026-04-01,2026-05-17,195,34,373,row-context OCR | full-page OCR | full-page OCR
Completed,18,11,Louisiana Golf Association,Links on the Bayou Challenge,Links on the Bayou Challenge #2,Louisiana Golf Association,2026-05-15,2026-06-15,11,3,20,full-page OCR | visual review | full-page OCR
Completed,18,12,Greater Cincinnati Golf Association,Snow Hill Country Club Challenge,Snow Hill Country Club Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,40,16,198,full-page OCR | full-page OCR | full-page OCR
Completed,18,13,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ…..,2026-06-01,2026-08-14,173,68,603,full-page OCR | full-page OCR | full-page OCR
Completed,18,14,Metropolitan Golf Association,Battle Crook Challenge,Battle Creek Challenge,Oklahoma Golf Association,2026-06-01,2026-07-31,92,49,582,full-page OCR | full-page OCR | full-page OCR
Completed,18,15,Metropolitan Golf Association,Oxford Country Club Challenge,Oxford Country Club Challenge,Greater Cincinnati Golf Associa….,2026-05-01,2026-07-31,16,11,77,full-page OCR | full-page OCR | full-page OCR
Completed,18,16,Montana State Golf Association,2026 GHIN Challenge @ Choteau Country ...,2026 GHIN Challenge_@ The Ranch Club C...,Montana State Golf Association,2026-07-01,2026-07-31,85,43,312,full-page OCR | full-page OCR | full-page OCR
Completed,18,17,Golf Association of Michigan,EAGLE EYE GC Challenge,EAGLE EYE GC Challenge,Golf Association of Michigan,2026-06-01,2026-07-31,103,23,229,full-page OCR | full-page OCR | full-page OCR
Completed,18,18,Idaho Golf Association,Oregon Trail Country Club Challenge,Oregon Trail Country_Club Challenge,Idaho Golf Association,2026-06-01,2026-06-30,15,8,48,full-page OCR | corrected detail | full-page OCR
Completed,18,19,Alabama Golf Association,Big Spring Lake Country Club Challenge,Big Spring Lake Country_Club Challenge,Alabama Golf Association,2026-05-01,2026-06-30,6,4,60,full-page OCR | full-page OCR | full-page OCR
Completed,18,20,Idaho Golf Association,North/West 2023 Challenge,North/West 2023 Challenge,Idaho Golf Association,2026-06-01,2026-06-30,4,0,5,full-page OCR | corrected detail | full-page OCR
Completed,18,21,Texas Golf Association,Quicksand Golf Course 2026 Summer Chal...,Quicksand Golf Course 2026 Summer Chal..,Texas Golf Association,2026-06-03,2026-08-16,30,21,182,full-page OCR | full-page OCR | full-page OCR
Completed,18,22,Alabama Golf Association,Atmore Country Club Challenge,Pikeville Country _Club Challenge,Alabama Golf Association,2026-06-01,2026-08-01,3,1,8,full-page OCR | full-page OCR | visual review
Completed,18,23,Iowa Golf Association,2026 Summer Showdown - Prairie Links,2026 Summer Showdown - Prairie Links,lowa Golf Association,2026-06-15,2026-07-15,66,33,254,full-page OCR | full-page OCR | full-page OCR
Completed,18,24,Florida State Golf Association,Arlington Ridge Golf Club Challenge,Arlington Ridge Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,50,33,352,full-page OCR | full-page OCR | full-page OCR
Completed,18,25,GAP,GAP GHIN Challenge at Allentown Municipal,GAP GHIN Challenge at Allentown Municipal,GAP,2026-05-18,2026-06-29,117,51,318,full-page OCR | full-page OCR | full-page OCR
Completed,19,1,Nebraska Golf Association,Jackrabbit Run Golf Course Challenge,Jackrabbit Run Golf Course Challenge,Nebraska Golf Association,2026-05-04,2026-05-31,14,4,25,full-page OCR | corrected detail | full-page OCR
Completed,19,2,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ…,2026-06-01,2026-08-14,186,56,492,full-page OCR | full-page OCR | full-page OCR
Completed,19,3,Colorado Golf Association,CommonGround Golf Course Challenge,CommonGround Golf Course Challenge,Colorado Golf Association,2026-06-03,2026-07-15,277,85,728,full-page OCR | full-page OCR | full-page OCR
Completed,19,4,Mass Golf,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ…,2026-06-01,2026-08-14,83,43,411,full-page OCR | full-page OCR | full-page OCR
Completed,19,5,Idaho Golf Association,Targhee Village Golf Course Challenge,Targhee Village Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,2,0,3,full-page OCR | corrected detail | visual review
Completed,19,6,Iowa Golf Association,Safari GC Challenge,Safari GC Challenge,Ohio Golf Association,2026-05-20,2026-06-10,23,0,22,full-page OCR | corrected detail | full-page OCR
Completed,19,7,Delaware State Golf Association,Buckeye Hills Country Club Challenge,Buckeye Hills Country Club Challenge,Greater Cincinnati Golf Associa.,2026-05-01,2026-07-31,29,18,403,full-page OCR | full-page OCR | full-page OCR
Completed,19,8,Sun Country Amateur Golf Association,Grizzly Course Challenge,Grizzly Course Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,114,58,819,full-page OCR | full-page OCR | full-page OCR
Completed,19,9,Carolinas Golf Association,Bayonet Golf Club Challenge,Bayonet Golf Club Challenge,Carolinas Golf Association,2026-05-01,2026-05-31,40,9,78,full-page OCR | full-page OCR | full-page OCR
Completed,19,10,Greater Cincinnati Golf Association,East/West Challenge,East/West Chaltenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,19,2,25,full-page OCR | full-page OCR | full-page OCR
Completed,19,11,Florida State Golf Association,MetroWest Golf Club Challenge,MetroWest Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,18,2,19,full-page OCR | full-page OCR | full-page OCR
Completed,19,12,GAP,GAP GHIN Challenge at Reading CC,GAP GHIN Challenge at Reading CC,GAP,2026-07-01,2026-08-12,50,25,222,full-page OCR | full-page OCR | full-page OCR
Completed,19,13,Montana State Golf Association,2026 GHIN Challenge @ Butte Country Cl...,2026 GHIN Challenge @ Butte Country_Cl..,Montana State Golf Association,2026-05-01,2026-05-31,48,27,201,full-page OCR | full-page OCR | full-page OCR
Completed,19,14,Metropolitan Golf Association,Crystal Falls Golf Club 2026 Summer Chal...,Crystal Falls Golf Club 2026 Summer Chal..,Texas Golf Association,2026-05-22,2026-08-19,89,34,364,full-page OCR | full-page OCR | full-page OCR
Completed,19,15,Louisiana Golf Association,Beaver Creek GC Challenge,Beaver Creek GC Challenge #2,Louisiana Golf Association,2026-05-15,2026-06-15,63,25,166,full-page OCR | full-page OCR | full-page OCR
Completed,19,16,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ…..,2026-06-01,2026-08-14,152,38,373,full-page OCR | full-page OCR | full-page OCR
Completed,19,17,Texas Golf Association,Battleground at Deor Park Golf Club 2026...,Battleground at Deer Park Golf Club 2026 ...,Texas Golf Association,2026-06-01,2026-07-31,27,7,57,full-page OCR | full-page OCR | full-page OCR
Completed,19,18,Florida State Golf Association,Costa Del Sol Golf Club Challenge,Costa Del Sol Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,27,11,83,full-page OCR | full-page OCR | full-page OCR
Completed,19,19,Metropolitan Golf Association,Cumberland Trail Golf Course Challenge,Cumberland Trail Golf Course Challenge,Ohio Golf Association,2026-05-20,2026-06-10,54,16,114,full-page OCR | full-page OCR | full-page OCR
Completed,19,20,Carolinas Golf Association,Lake Winds GC Challenge,Lake Winds GC Challenge,Carolinas Golf Association,2026-06-01,2026-06-30,63,32,220,full-page OCR | full-page OCR | full-page OCR
Completed,19,21,Idaho Golf Association,North/South Challenge,North/South Challenge,Idaho Golf Association,2026-06-01,2026-06-30,20,3,25,full-page OCR | visual review | full-page OCR
Completed,19,22,Montana State Golf Association,2026 GHIN Challenge @ Trestle Creek Golf...,2026 GHIN Challenge @ Trestle Creek Gol...,Montana State Golf Association,2026-05-01,2026-05-31,6,3,11,full-page OCR | full-page OCR | full-page OCR
Completed,19,23,Ohio Golf Association,The Golf Club of Dublin Challenge,The Golf Club of Dublin Challenge,Ohio Golf Association,2026-05-20,2026-06-10,47,8,76,full-page OCR | full-page OCR | full-page OCR
Completed,19,24,Carolinas Golf Association,Bayonet Golf Club Challenge,2026 RDGA Sycamore Golf Club Challenge,Rochester District Golf Associat…,2026-06-01,2026-08-15,113,41,500,full-page OCR | full-page OCR | full-page OCR
Completed,19,25,Ohio Golf Association,Chapel Hill Golf Course Challenge,Chapel Hill Golf Course Challenge,Ohio Golf Association,2026-05-20,2026-06-10,13,2,14,full-page OCR | full-page OCR | full-page OCR
Completed,20,1,Mass Golf,1929 CLUB ONLY - George Wright Golf Co...,1929 CLUB ONLY - George Wright Golf Co...,Mass Golf,2026-07-01,2026-08-15,57,4,45,full-page OCR | full-page OCR | full-page OCR
Completed,20,2,Ohio Golf Association,Denison Golf Club Challenge,Denison Golf Club Challenge,Ohio Golf Association,2026-05-20,2026-06-10,40,19,114,full-page OCR | full-page OCR | full-page OCR
Completed,20,3,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ…,2026-06-01,2026-08-14,358,58,657,full-page OCR | full-page OCR | full-page OCR
Completed,20,4,Idaho Golf Association,Desert Canyon Golf Course Challenge,Desert Canyon Golf Course Challense,Idaho Golf Association,2026-06-01,2026-06-30,26,18,97,full-page OCR | full-page OCR | full-page OCR
Completed,20,5,Montana State Golf Association,2026 GHIN Challenge @ Forsyth Country ...,2026 GHIN Challenge@ Forsyth Country...,Montana State Golf Association,2026-06-01,2026-06-30,21,8,46,full-page OCR | full-page OCR | full-page OCR
Completed,20,6,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ..,2026-06-01,2026-08-14,299,64,572,full-page OCR | full-page OCR | full-page OCR
Completed,20,7,Louisiana Golf Association,Wetlands Challenge #2,Wetlands Challenge w2,Louisiana Golf Association,2026-05-15,2026-06-15,24,9,83,full-page OCR | full-page OCR | full-page OCR
Completed,20,8,Idaho Golf Association,River Bend Golf Course Challenge,Twin Run Golf Course Challenge,Greater Cincinnati Golf Associa….,2026-05-01,2026-07-31,17,7,124,full-page OCR | row-context OCR | full-page OCR
Completed,20,9,Idaho Golf Association,River Birch Golf Course Challenge,River Birch Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,96,27,214,full-page OCR | full-page OCR | full-page OCR
Completed,20,10,Montana State Golf Association,2026 GHIN Challenge @ Meadow Lark Cou...,2026 GHIN Challenge @ Meadow Lark Co...,Montana State Golf Association,2026-05-01,2026-05-31,74,42,266,full-page OCR | full-page OCR | full-page OCR
Completed,20,11,Alabama Golf Association,Dunes/Lakes Challenge,Gypress Lakes Challenge,Alabama Golf Association,2026-06-01,2026-08-01,21,10,73,full-page OCR | full-page OCR | full-page OCR
Completed,20,12,Texas Golf Association,Fort Worth Golf Assoc-Meadowbrook Cour...,Fort Worth Golf Assoc-Meadowbrook Cour..,Texas Golf Association,2026-05-22,2026-08-19,165,44,503,full-page OCR | full-page OCR | full-page OCR
Completed,20,13,Ohio Golf Association,Delaware Golf Club Challenge,Delaware Golf Club Challenge,Ohio Golf Association,2026-05-20,2026-06-10,39,10,78,full-page OCR | full-page OCR | full-page OCR
Completed,20,14,Idaho Golf Association,Hazard Creek Golf Course Challenge,Hazard Creek Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,2,0,3,full-page OCR | corrected detail | full-page OCR
Completed,20,15,Idaho Golf Association,The Club at SpurWing Primary Challenge,The Club at SpurWing Primary Challenge,Idaho Golf Association,2026-06-01,2026-06-30,92,65,406,full-page OCR | full-page OCR | full-page OCR
Completed,20,16,Montana State Golf Association,2026 GHIN Challenge @ The Reserve at M...,2026 GHIN Challenge @ The Reserve at M...,Montana State Golf Association,2026-06-01,2026-06-30,29,12,83,full-page OCR | full-page OCR | full-page OCR
Completed,20,17,Idaho Golf Association,Clear Lake Country Club Challenge,Clear Lake Country Club Challenge,Idaho Golf Association,2026-06-01,2026-06-30,62,33,253,full-page OCR | full-page OCR | full-page OCR
Completed,20,18,Idaho Golf Association,Rivers Edge Golf Club at Burley Challenge,Rivers Edge Golf Club at Burley _Challenge,Idaho Golf Association,2026-06-01,2026-06-30,23,12,91,row-context OCR | full-page OCR | full-page OCR
Completed,20,19,Golf Association of Michigan,ALPENA GOLF CLUB Challenge,ALPENA GOLF CLUB Challenge,Golf Association of Michigan,2026-07-01,2026-07-31,39,16,104,full-page OCR | full-page OCR | full-page OCR
Completed,20,20,Idaho Golf Association,Warm Springs Golf Course Challenge,Warm Springs Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,90,30,224,full-page OCR | full-page OCR | full-page OCR
Completed,20,21,Idaho Golf Association,Salmon Valley Golf Course Challenge,Salmon Valley Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,8,3,16,full-page OCR | full-page OCR | full-page OCR
Completed,20,22,Greater Cincinnati Golf Association,The Links at Rising Star Challenge,The Links at Rising Star Challenge,Greater Cincinnati Golf Associa..,2026-05-01,2026-07-31,19,4,44,full-page OCR | full-page OCR | full-page OCR
Completed,20,23,Greater Cincinnati Golf Association,Red/White Challenge,Red/White Challenge,Greater Cincinnati Golf Associa..,2026-05-01,2026-07-31,6,1,9,row-context OCR | full-page OCR | full-page OCR
Completed,20,24,Oklahoma Golf Association,Firolake Net Open,Firelake Net Open,Oklahoma Golf Association,2026-06-01,2026-07-31,44,16,148,full-page OCR | full-page OCR | full-page OCR
Completed,20,25,Ohio Golf Association,Cumberland Trail Golf Course Challenge,July Raymond Memorial Golf Course Chall..,Ohio Golf Association,2026-07-01,2026-07-31,40,13,96,full-page OCR | full-page OCR | full-page OCR
Completed,21,1,Virginia State Golf Association,"Shenandoah Valley Golf Club, Old Course C...","Shenandoah Valley_Golf Club, Old Course...",Virginia State Golf Association,2026-06-01,2026-06-30,42,11,97,full-page OCR | full-page OCR | full-page OCR
Completed,21,2,Idaho Golf Association,Falcon Crest Golf Course Temporary Challe...,Falcon Crest Golf Course Temporary Challe.. Idaho Golf Association,,2026-06-01,2026-06-30,39,9,54,full-page OCR | full-page OCR | full-page OCR
Completed,21,3,Rochester District Golf Association,2026 ROGA The Links at Greystone Challe...,2026 RDGA The Links at Greystone Challe...,Rochester District Golf Associat…,2026-06-01,2026-08-15,146,31,350,full-page OCR | full-page OCR | full-page OCR
Completed,21,4,Oklahoma Golf Association,LaFortune Park GC Challenge,Santee Cooper CC Challenge,Carolinas Golf Association,2026-07-01,2026-07-31,57,24,145,full-page OCR | full-page OCR | full-page OCR
Completed,21,5,Texas Golf Association,Landa Park Golf Course 2026 Summer Cha...,Landa Park Golf Course 2026 Summer Cha...,Texas Golf Association,2026-05-23,2026-08-20,134,85,766,full-page OCR | full-page OCR | full-page OCR
Completed,21,6,Idaho Golf Association,Rupert Country Club Challenge,Rupert Country Club Challenge,Idaho Golf Association,2026-06-01,2026-06-30,49,27,183,full-page OCR | full-page OCR | full-page OCR
Completed,21,7,Idaho Golf Association,River Bend Golf Course Challenge,River Bend Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,22,5,29,full-page OCR | full-page OCR | full-page OCR
Completed,21,8,Idaho Golf Association,Blackfoot Golf Course Challenge,Blackfoot Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,38,25,171,full-page OCR | full-page OCR | full-page OCR
Completed,21,9,Idaho Golf Association,Challis Golf Course Challenge,Challis Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,1,0,0,full-page OCR | corrected detail | corrected detail
Completed,21,10,Idaho Golf Association,Rolling Hills Golf Course Challenge,Rolling Hills Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,12,6,51,full-page OCR | full-page OCR | full-page OCR
Completed,21,11,Greater Cincinnati Golf Association,Brook & Lake Challenge,Brook & Lake Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,22,2,32,full-page OCR | full-page OCR | full-page OCR
Completed,21,12,Montana State Golf Association,2026 GHIN Challenge @Green Meadow...,2026 GHIN Challenge_@ Green Meadow C...,Montana State Golf Association,2026-07-01,2026-07-31,82,51,361,full-page OCR | full-page OCR | full-page OCR
Completed,21,13,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ...,2026-06-01,2026-08-14,206,35,431,full-page OCR | full-page OCR | full-page OCR
Completed,21,14,Idaho Golf Association,Ridgecrest Challenge,Ridgecrest Challenge,Idaho Golf Association,2026-06-01,2026-06-30,48,13,99,full-page OCR | full-page OCR | full-page OCR
Completed,21,15,Ohio Golf Association,Delaware Golf Club Challenge,July Delaware Golf Club Challenge,Ohio Golf Association,2026-07-01,2026-07-31,54,21,159,full-page OCR | full-page OCR | full-page OCR
Completed,21,16,Metropolitan Golf Association,2026 GHIN Challenge @ Cottonwood Cou...,2026 GHIN Challenge@Cottonwood Cou…,Montana State Golf Association,2026-07-01,2026-07-31,6,1,14,row-context OCR | full-page OCR | full-page OCR
Completed,21,17,Texas Golf Association,Sherrill Park Course #1 Challenge,CHANDLER PARK GOLF COURSE Challenge,Golf Association of Michigan,2026-06-01,2026-07-31,69,10,113,full-page OCR | full-page OCR | full-page OCR
Completed,21,18,Idaho Golf Association,Council Greens Challenge,SAWMILL GC Challenge,Golf Association of Michigan,2026-06-01,2026-07-31,36,18,185,full-page OCR | full-page OCR | full-page OCR
Completed,21,19,Montana State Golf Association,MSGA Challenge - Cottonwood Hills GC,2026 GHIN Challenge_@ Cottonwood Hills….,Montana State Golf Association,2026-06-01,2026-06-30,88,38,279,full-page OCR | full-page OCR | full-page OCR
Completed,21,20,Ohio Golf Association,Glenross GC Challenge,July Glenross GC Challenge,Ohio Golf Association,2026-07-01,2026-07-31,55,15,131,full-page OCR | full-page OCR | full-page OCR
Completed,21,21,Texas Golf Association,Los Lagos Golf Club 2026 Summer Challenge...,Los Lagos Golf Club 2026 Summer Challen...,Texas Golf Association,2026-06-03,2026-08-01,25,11,113,full-page OCR | full-page OCR | full-page OCR
Completed,21,22,Carolinas Golf Association,Wilmington Muni Challenge,Wilmington Muni Challenge,Carolinas Golf Association,2026-06-01,2026-06-30,144,54,331,full-page OCR | full-page OCR | full-page OCR
Completed,21,23,GAP,GAP GHIN Challenge at Northampton Valle...,GAP GHIN Challenge at Northampton Valle...,GAP,2026-05-18,2026-06-29,104,40,290,full-page OCR | full-page OCR | full-page OCR
Completed,21,24,Greater Cincinnati Golf Association,Majestic Springs Golf Course Challenge,Majestic Springs Golf Course Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,56,15,115,full-page OCR | full-page OCR | full-page OCR
Completed,21,25,Greater Cincinnati Golf Association,Vineyard Golf Course Challenge,Vineyard Golf Course Challenge,Greater Cincinnati Golf Associa…..,2026-05-01,2026-07-31,85,31,280,full-page OCR | full-page OCR | full-page OCR
Completed,22,1,Alabama Golf Association,Lakes/Cypress Challenge,Lakes/Cypress Challenge,Alabama Golf Association,2026-05-01,2026-06-30,45,19,133,full-page OCR | full-page OCR | full-page OCR
Completed,22,2,Metropolitan Golf Association,2026 Summer Showdown - Shenandoah,2026 Summer Showdown - Shenandoah,lowa Golf Association,2026-06-15,2026-07-15,20,16,103,full-page OCR | full-page OCR | full-page OCR
Completed,22,3,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ….,2026-06-01,2026-08-14,121,19,200,full-page OCR | full-page OCR | full-page OCR
Completed,22,4,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ.,2026-06-01,2026-08-14,258,69,654,full-page OCR | full-page OCR | full-page OCR
Completed,22,5,Maine Golf,Stillmeadow Country Club Challenge,Stillmeadow Country_Club Challenge,Greater Cincinnati Golf Associa...,2026-05-08,2026-07-31,34,26,337,full-page OCR | full-page OCR | full-page OCR
Completed,22,6,Wyoming State / Colorado GA,Olive Glenn Golf & Country Club Challenge,Olive Glenn Golf & Country Club Challenge,Wyoming State / Colorado GA,2026-07-01,2026-08-16,66,46,296,full-page OCR | full-page OCR | full-page OCR
Completed,22,7,Alabama Golf Association,Alpine Bay Golf Club Challenge,Hidden Valley_Golf Club Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,37,30,347,full-page OCR | full-page OCR | full-page OCR
Completed,22,8,Montana State Golf Association,2026 GHIN Challenge @ Bridger Creek Gol...,2026 GHIN Challenge @ Bridger Creek Gol..,Montana State Golf Association,2026-07-01,2026-07-31,86,42,241,full-page OCR | full-page OCR | full-page OCR
Completed,22,9,Texas Golf Association,Gus Wortham Park Golf Course 2026 Sum...,Gus Wortham Park Golf Course 2026 Sum...,Texas Golf Association,2026-05-23,2026-07-31,271,97,692,full-page OCR | full-page OCR | full-page OCR
Completed,22,10,Idaho Golf Association,Tributary Golf Club Challenge,Tributary_Golf Club Chaltenge,Idaho Golf Association,2026-06-01,2026-06-30,31,9,64,full-page OCR | full-page OCR | full-page OCR
Completed,22,11,Utah Golf Association,Deer Track Golf Course Challenge,Deer Track Golf Course Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,8,3,29,corrected detail | full-page OCR | full-page OCR
Completed,22,12,Louisiana Golf Association,Querbes Park GC Challenge #2,Querbes Park GC Challengo #2,Louisiana Golf Association,2026-05-15,2026-06-15,31,14,83,full-page OCR | full-page OCR | full-page OCR
Completed,22,13,Greater Cincinnati Golf Association,Hickory Sticks Golf Course Challenge,Hickory Sticks Golf Course Challengg,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,35,11,112,full-page OCR | full-page OCR | full-page OCR
Completed,22,14,Idaho Golf Association,RedHawk Golf Course Challenge,RedHawk Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,63,27,187,full-page OCR | full-page OCR | full-page OCR
Completed,22,15,Idaho Golf Association,Blue Lakes Country Club Challenge,Blue Lakes Country Club Challenge,Idaho Golf Association,2026-06-01,2026-06-30,49,26,153,full-page OCR | full-page OCR | full-page OCR
Completed,22,16,Texas Golf Association,Clay/Kizer Golf Club-Jimmy Clay Course,Clay/Kizer Golf Club-Jimmy_Clay Course 2...,Texas Golf Association,2026-05-15,2026-08-12,183,47,404,full-page OCR | full-page OCR | full-page OCR
Completed,22,17,Virginia State Golf Association,The Club at Viniterra Challenge,The Club at Viniterra Challenge,Virginia State Golf Association,2026-07-01,2026-07-31,61,29,200,full-page OCR | full-page OCR | full-page OCR
Completed,22,18,Idaho Golf Association,Trail Creek Challenge,Trail Creek Challenge,Idaho Golf Association,2026-06-01,2026-06-30,43,22,162,full-page OCR | full-page OCR | full-page OCR
Completed,22,19,Idaho Golf Association,Fairview Golf Course Challenge,Fairview Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,7,3,22,full-page OCR | full-page OCR | full-page OCR
Completed,22,20,Montana State Golf Association,2026 GHIN Challenge @ Lake Hills Golf Cl...,2026 GHIN Challenge @ Lake Hills Golf Cl...,Montana State Golf Association,2026-07-01,2026-07-31,58,16,126,full-page OCR | full-page OCR | full-page OCR
Completed,22,21,Ohio Golf Association,Champions Golf Course Challenge,MINES GOLF COURSE Challenge,Golf Association of Michigan,2026-06-01,2026-07-31,102,13,122,full-page OCR | full-page OCR | visual review
Completed,22,22,GAP,GAP GHIN Challenge at Raven's Claw,GAP GHIN Challenge at Raven's Claw,GAP,2026-05-18,2026-06-29,116,30,282,full-page OCR | full-page OCR | full-page OCR
Completed,22,23,Idaho Golf Association,Elkhorn Golf Club Challenge,Elkhorn Golf Club Challenge,Idaho Golf Association,2026-06-01,2026-06-30,27,15,132,full-page OCR | full-page OCR | full-page OCR
Completed,22,24,Sun Country Amateur Golf Association,TAMAYA/CHEENA Challenge!,Osprey Meadows at Tamarack Challenge,Idaho Golf Association,2026-06-01,2026-06-30,16,3,29,full-page OCR | full-page OCR | full-page OCR
Completed,22,25,Idaho Golf Association,Lakeview Golf Club Challenge,Lakeview Golf Club Challenge,Idaho Golf Association,2026-06-01,2026-06-30,110,52,340,full-page OCR | full-page OCR | full-page OCR
Completed,23,1,Montana State Golf Association,2026 GHIN Challenge @ Whitefish Lake N.... _,2026 GHIN Challenge_@ Whitefish Lake N...,Montana State Golf Association,2026-06-01,2026-06-30,149,68,435,full-page OCR | full-page OCR | full-page OCR
Completed,23,2,GAP,GAP GHIN Challenge - Club at Twin Lakes,GAP GHIN Challenge - Club at Twin Lakes,GAP,2026-07-07,2026-08-11,49,14,89,full-page OCR | full-page OCR | full-page OCR
Completed,23,3,Greater Cincinnati Golf Association,Pebble Crock Golf Course Challenge,Pebble Creek Golf Course Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,19,3,50,full-page OCR | full-page OCR | full-page OCR
Completed,23,4,Greater Cincinnati Golf Association,Willows Challenge,Willows Challenge,Greater Cincinnati Golf Associa…,2026-05-01,2026-07-31,42,17,102,full-page OCR | full-page OCR | full-page OCR
Completed,23,5,Montana State Golf Association,2026 GHIN Challenge @ Osprey to Osprey...,2026 GHIN Challenge_@ Osprey to Osprey...,Montana State Golf Association,2026-07-01,2026-07-31,11,1,11,full-page OCR | full-page OCR | full-page OCR
Completed,23,6,Nebraska Golf Association,Jackrabbit Run Golf Course Challenge,California Golf Course Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,30,5,77,full-page OCR | full-page OCR | full-page OCR
Completed,23,7,Montana State Golf Association,2026 GHIN Challenge @ Double Arrow Go...,2026 GHIN Challenge_@ Double Arrow Go...,Montana State Golf Association,2026-07-01,2026-07-31,28,4,46,full-page OCR | full-page OCR | full-page OCR
Completed,23,8,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ….,2026-06-01,2026-08-14,328,76,683,full-page OCR | full-page OCR | full-page OCR
Completed,23,9,Idaho Golf Association,Boise Ranch Golf Course Challenge,Boise Ranch Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,78,27,209,full-page OCR | full-page OCR | full-page OCR
Completed,23,10,Idaho Golf Association,Bigwood Golf Course Challenge,Bigwood Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,20,10,64,full-page OCR | full-page OCR | full-page OCR
Completed,23,11,Montana State Golf Association,2026 GHIN Challenge @ Larchmont Golf C...__,2026 GHIN Challenge_@ Larchmont Golf C..,Montana State Golf Association,2026-06-01,2026-06-30,87,49,323,full-page OCR | full-page OCR | full-page OCR
Completed,23,12,Idaho Golf Association,Purple Sage Golf Course Challenge,Purple Sage Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,64,17,147,full-page OCR | full-page OCR | full-page OCR
Completed,23,13,Idaho Golf Association,Falcon Crest Golf Course Challenge,Falcon Crest Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,28,4,44,full-page OCR | full-page OCR | full-page OCR
Completed,23,14,Carolinas Golf Association,Test Haracz Test Club Challenge,Centennial Golf Club Challenge,Idaho Golf Association,2026-06-01,2026-06-30,54,13,119,full-page OCR | full-page OCR | full-page OCR
Completed,23,15,Iowa Golf Association,"2026 Summer Showdown - Legacy,",2026 Summer Showdown - Legacy.,lowa Golf Association,2026-06-15,2026-07-15,75,21,155,full-page OCR | full-page OCR | full-page OCR
